date,temp_avg,temp_max,temp_min,humidity,pressure,wind_speed,precip
2019-05-17,23.6,28.3,17.6,44.9,1002.2,1.2,0.0
2019-05-18,22.8,25.9,19.1,46.8,1001.8,2.1,0.0
2019-05-19,19.4,21.6,17.9,93.0,998.8,1.2,22.0
2019-05-20,16.4,20.2,13.0,63.6,994.9,3.4,8.7
2019-05-21,17.2,23.8,11.7,52.0,995.2,2.9,0.0
2019-05-22,19.5,26.5,12.3,46.0,995.3,2.4,0.0
2019-05-23,22.1,29.2,15.0,45.0,998.4,1.7,0.0
2019-05-24,24.2,33.4,16.2,46.4,1000.8,1.7,0.0
2019-05-25,23.4,28.6,18.4,45.6,1005.0,1.6,0.0
2019-05-26,24.5,31.1,18.6,39.0,1003.7,1.8,0.0
2019-05-27,17.8,22.3,14.3,80.9,994.5,2.4,7.1
2019-05-28,18.1,24.6,11.9,45.9,1000.7,2.6,0.0
2019-05-29,20.3,26.5,13.3,48.4,999.7,2.0,0.0
2019-05-30,19.6,24.5,14.6,48.0,1000.7,2.4,0.0
2019-05-31,19.1,23.3,16.1,49.6,1000.3,2.8,0.0
2019-06-01,18.9,23.7,14.8,60.5,1000.1,1.9,0.0
2019-06-02,21.1,27.8,14.1,42.1,997.6,1.7,0.0
2019-06-03,23.1,29.5,16.0,42.9,997.9,1.8,0.0
2019-06-04,22.6,29.0,17.6,56.4,999.3,2.2,0.0
2019-06-05,23.0,29.6,17.8,63.8,1001.8,1.8,0.0
2019-06-06,21.2,25.1,18.6,75.9,999.9,1.2,7.5
2019-06-07,20.0,24.7,17.0,77.3,993.5,1.9,35.3
2019-06-08,21.9,27.6,16.0,57.5,997.9,1.4,0.0
2019-06-09,21.6,26.5,17.1,66.1,995.5,1.8,2.5
2019-06-10,18.4,21.9,15.7,70.3,997.3,1.6,9.5
2019-06-11,20.5,26.1,15.5,51.1,998.8,1.4,0.0
2019-06-12,21.5,26.4,16.1,57.1,1000.3,1.8,0.0
2019-06-13,23.0,28.8,16.6,51.9,999.7,1.7,0.0
2019-06-14,23.0,28.4,19.1,54.8,995.3,1.8,0.0
2019-06-15,21.9,27.4,17.9,61.5,990.5,2.4,2.1
2019-06-16,22.0,27.2,16.1,55.4,996.7,1.6,0.0
2019-06-17,21.7,26.2,18.1,59.1,1001.8,2.3,0.0
2019-06-18,20.8,24.8,17.0,78.6,1000.3,1.5,13.8
2019-06-19,21.4,25.4,18.9,77.8,997.8,1.9,0.2
2019-06-20,22.7,27.8,19.8,70.6,997.1,1.9,0.0
2019-06-21,22.1,26.1,19.4,72.9,996.1,1.7,0.2
2019-06-22,24.2,30.6,17.7,42.3,996.5,1.5,0.0
2019-06-23,25.0,31.0,19.1,40.4,998.2,1.8,0.0
2019-06-24,25.2,30.9,20.9,46.9,1001.9,2.0,0.0
2019-06-25,25.6,32.8,19.5,49.1,1004.2,1.6,0.0
2019-06-26,25.5,29.5,20.7,52.6,998.4,1.3,0.0
2019-06-27,25.5,31.2,21.9,70.5,990.9,1.4,1.4
2019-06-28,24.7,29.0,22.3,67.3,991.9,1.7,0.0
2019-06-29,23.1,27.7,19.6,72.0,988.3,1.2,1.5
2019-06-30,23.9,28.5,20.9,73.5,990.7,2.3,0.0
2019-07-01,23.9,28.9,20.6,64.4,995.4,2.3,0.0
2019-07-02,24.4,30.1,20.8,63.5,998.8,2.3,0.0
2019-07-03,24.1,27.4,21.2,64.6,998.1,1.7,0.0
2019-07-04,25.4,32.8,20.0,59.6,996.5,1.9,0.0
2019-07-05,27.6,35.0,20.2,42.1,993.2,1.5,0.0
2019-07-06,29.7,36.1,24.6,40.9,994.1,1.7,0.0
2019-07-07,26.7,32.5,22.7,43.3,997.5,2.2,0.0
2019-07-08,25.1,31.0,21.2,46.6,997.9,2.0,0.0
2019-07-09,25.0,30.0,19.7,46.4,996.7,1.8,0.0
2019-07-10,22.7,27.3,19.3,64.1,997.3,2.0,8.5
2019-07-11,21.9,25.9,19.5,76.9,995.2,1.3,2.9
2019-07-12,23.6,28.7,20.0,65.5,996.3,2.0,0.0
2019-07-13,24.9,29.7,22.1,67.3,992.0,1.7,0.0
2019-07-14,25.9,31.6,21.2,64.6,992.6,1.6,0.0
2019-07-15,23.8,27.4,22.1,80.0,997.2,1.1,7.7
2019-07-16,24.7,28.8,21.4,79.0,1000.7,1.3,6.3
2019-07-17,25.6,29.2,22.3,73.9,1001.2,1.2,0.7
2019-07-18,26.9,32.1,23.3,65.0,998.7,1.2,0.0
2019-07-19,28.6,35.0,22.8,61.3,996.4,1.5,0.0
2019-07-20,28.0,31.9,25.1,66.9,990.8,2.1,1.1
2019-07-21,25.1,27.0,24.2,87.1,991.8,2.2,6.2
2019-07-22,26.7,31.0,24.2,74.6,996.3,2.2,0.1
2019-07-23,28.1,32.9,24.4,70.8,995.3,1.7,0.0
2019-07-24,26.5,27.2,25.2,82.3,994.5,1.6,1.0
2019-07-25,26.3,27.4,25.6,90.1,994.6,1.2,9.7
2019-07-26,25.1,25.9,23.7,95.3,993.9,1.7,60.0
2019-07-27,28.4,33.4,24.9,76.6,995.7,1.3,0.6
2019-07-28,26.1,28.2,25.0,88.3,998.2,2.2,25.6
2019-07-29,27.5,30.0,25.6,74.5,999.2,2.6,0.5
2019-07-30,28.1,30.8,26.3,75.3,997.1,3.4,1.2
2019-07-31,25.8,27.5,24.0,91.1,999.3,2.2,62.3
2019-08-01,26.3,30.1,23.5,86.4,1002.0,1.7,26.9
2019-08-02,28.4,33.1,24.7,74.6,1001.8,1.2,0.0
2019-08-03,29.4,36.0,25.6,69.0,1001.0,1.3,3.0
2019-08-04,28.3,34.4,25.0,75.9,1000.9,1.2,8.6
2019-08-05,30.5,35.9,25.6,65.5,999.7,1.1,0.0
2019-08-06,31.6,36.8,27.9,51.4,996.9,1.5,0.0
2019-08-07,26.9,30.3,23.9,78.1,995.6,1.2,8.0
2019-08-08,28.9,32.7,25.9,71.4,998.3,1.6,0.0
2019-08-09,29.8,34.6,26.0,69.0,997.7,1.3,0.0
2019-08-10,31.5,36.5,26.6,57.9,996.0,1.5,0.0
2019-08-11,30.4,35.7,26.3,53.6,992.2,2.5,6.7
2019-08-12,26.6,28.5,24.8,91.8,990.7,1.3,56.2
2019-08-13,29.2,35.3,25.1,76.9,992.7,1.5,6.4
2019-08-14,30.4,35.7,25.9,63.9,990.2,1.5,0.0
2019-08-15,25.9,28.6,23.9,82.0,983.8,1.3,16.2
2019-08-16,25.9,29.5,23.0,74.5,985.6,2.2,0.1
2019-08-17,25.9,28.8,23.4,69.5,991.5,2.5,0.0
2019-08-18,25.6,30.7,22.6,66.5,996.9,1.7,0.0
2019-08-19,26.3,31.3,21.2,60.6,999.7,1.1,0.0
2019-08-20,28.2,32.8,23.2,56.3,999.9,1.5,0.0
2019-08-21,27.0,30.4,24.4,67.3,998.5,1.2,1.3
2019-08-22,26.9,31.4,23.0,66.5,996.5,1.7,0.0
2019-08-23,26.2,30.5,22.7,58.4,998.4,2.1,0.0
2019-08-24,24.1,27.3,21.5,60.9,1000.6,1.5,0.0
2019-08-25,25.0,29.9,20.2,66.6,1002.8,1.5,0.0
2019-08-26,26.4,32.1,21.5,63.8,1002.0,1.2,0.0
2019-08-27,25.7,29.3,22.2,71.1,997.7,1.0,20.0
2019-08-28,26.1,30.2,23.6,66.2,996.6,1.9,0.0
2019-08-29,23.4,26.4,20.1,77.1,995.9,2.2,36.9
2019-08-30,22.6,27.0,19.5,66.3,998.8,2.4,0.2
2019-08-31,23.5,28.9,18.5,65.0,1003.4,1.9,0.0
2019-09-01,23.7,27.8,19.2,64.0,1006.8,1.4,0.0
2019-09-02,24.4,29.7,19.4,56.6,1006.5,1.6,0.0
2019-09-03,24.1,28.0,22.0,67.6,1005.3,2.3,0.0
2019-09-04,22.8,25.5,21.2,89.0,1003.1,2.5,22.7
2019-09-05,23.0,27.6,21.5,91.4,1001.9,2.0,36.4
2019-09-06,25.3,29.1,21.6,79.8,999.2,2.1,2.4
2019-09-07,25.7,29.5,22.6,72.9,987.7,6.0,2.8
2019-09-08,24.7,27.3,22.9,76.9,998.3,1.9,0.0
2019-09-09,25.1,28.0,22.4,74.3,1000.6,1.7,0.0
2019-09-10,23.8,26.5,22.1,93.4,1001.7,2.4,63.2
2019-09-11,24.3,28.7,20.4,71.4,1004.6,3.1,7.6
2019-09-12,21.0,22.9,18.7,72.3,1006.6,2.6,3.9
2019-09-13,23.3,29.3,18.3,60.4,1003.6,1.7,0.1
2019-09-14,22.4,24.1,20.8,80.0,1001.6,1.2,0.3
2019-09-15,24.2,30.0,19.5,70.4,1000.8,1.7,0.0
2019-09-16,24.5,30.5,20.7,53.0,1001.0,2.1,0.0
2019-09-17,23.5,29.0,18.0,41.6,1004.7,2.1,0.0
2019-09-18,21.0,25.4,16.0,46.0,1006.7,3.1,0.0
2019-09-19,19.5,26.0,13.6,46.5,1008.2,1.9,0.0
2019-09-20,19.6,24.2,15.8,52.8,1007.5,2.1,0.0
2019-09-21,19.6,22.1,18.3,60.3,1009.1,2.0,0.0
2019-09-22,18.6,19.6,17.3,63.4,1003.2,3.8,0.4
2019-09-23,20.0,24.6,16.9,51.1,1004.4,2.2,0.0
2019-09-24,19.8,26.5,13.9,61.3,1008.6,1.8,0.0
2019-09-25,20.9,27.4,14.8,64.4,1011.7,1.4,0.0
2019-09-26,22.9,29.0,17.7,59.3,1013.6,1.9,0.0
2019-09-27,22.9,27.0,19.6,57.5,1012.1,1.9,0.0
2019-09-28,23.7,29.2,19.4,58.9,1008.1,1.7,0.0
2019-09-29,22.6,28.6,17.9,60.6,1006.7,1.7,0.0
2019-09-30,22.4,29.9,16.4,61.0,1006.8,1.6,0.0
2019-10-01,23.1,28.2,17.6,67.1,1007.9,1.8,0.0
2019-10-02,21.6,24.2,20.0,88.0,1001.7,3.0,23.1
2019-10-03,22.4,27.3,19.8,73.4,996.4,2.8,4.6
2019-10-04,22.4,27.8,18.0,71.5,1002.4,2.1,0.0
2019-10-05,18.7,21.9,14.7,72.6,1006.1,2.9,0.6
2019-10-06,18.1,22.7,13.2,53.4,1012.3,2.9,0.0
2019-10-07,14.8,17.9,13.3,92.0,1007.9,1.8,25.4
2019-10-08,14.7,19.8,10.6,58.8,1008.2,2.6,0.0
2019-10-09,13.6,20.4,7.7,48.3,1009.5,1.7,0.0
2019-10-10,15.2,19.8,10.7,60.9,1006.3,1.3,0.0
2019-10-11,18.8,26.1,13.0,60.0,1005.2,1.9,0.0
2019-10-12,17.9,23.3,13.3,49.3,1008.0,3.5,0.0
2019-10-13,17.2,23.8,12.1,52.6,1012.2,1.9,0.0
2019-10-14,14.4,19.6,9.5,56.9,1014.8,2.5,0.0
2019-10-15,14.5,20.4,8.8,55.6,1017.6,1.6,0.0
2019-10-16,14.6,20.8,9.0,58.3,1016.0,1.6,0.0
2019-10-17,15.4,21.6,11.2,56.0,1014.1,1.7,0.0
2019-10-18,17.0,22.7,12.0,58.3,1011.9,2.4,0.0
2019-10-19,17.0,23.1,12.1,63.8,1010.4,1.8,0.0
2019-10-20,16.5,22.9,12.0,70.3,1011.4,1.3,0.0
2019-10-21,17.1,24.6,10.9,61.0,1008.5,1.0,0.0
2019-10-22,18.1,24.4,13.3,56.1,1007.5,1.6,0.0
2019-10-23,17.0,20.7,14.3,57.3,1008.9,2.4,0.0
2019-10-24,18.3,23.8,15.3,47.6,1009.1,2.7,0.0
2019-10-25,16.7,22.0,13.1,58.0,1007.4,2.4,0.0
2019-10-26,10.0,14.9,6.6,60.0,1008.5,2.5,0.0
2019-10-27,11.0,17.4,4.7,59.0,1009.1,1.6,0.0
2019-10-28,12.9,17.7,7.4,65.9,1005.3,2.5,1.7
2019-10-29,12.5,17.6,8.2,61.0,1005.5,2.3,0.1
2019-10-30,11.2,17.7,5.0,60.3,1011.1,1.6,0.0
2019-10-31,14.8,19.7,8.4,73.8,1010.1,2.3,0.0
2019-11-01,14.9,20.5,11.4,57.9,1011.3,1.8,0.0
2019-11-02,13.6,18.7,8.3,57.3,1009.9,1.5,0.0
2019-11-03,14.7,22.1,9.4,57.8,1009.6,2.1,0.0
2019-11-04,13.8,20.3,9.2,57.8,1011.5,2.1,0.0
2019-11-05,12.4,18.4,8.4,65.1,1009.0,1.6,0.0
2019-11-06,11.0,16.5,6.3,63.6,1006.6,1.8,0.0
2019-11-07,9.2,13.6,5.0,42.8,1007.5,2.7,0.0
2019-11-08,6.8,13.0,1.1,31.4,1011.1,1.9,0.0
2019-11-09,9.5,17.2,3.5,41.4,1011.0,1.6,0.0
2019-11-10,10.0,15.3,6.2,59.6,1001.2,2.1,11.8
2019-11-11,11.2,15.1,7.9,71.6,1000.8,2.4,1.1
2019-11-12,9.3,14.5,4.8,63.6,1010.5,1.4,0.0
2019-11-13,7.2,11.3,3.0,72.3,1007.2,2.8,7.5
2019-11-14,1.3,5.0,-2.5,30.6,1013.7,2.9,0.0
2019-11-15,5.6,7.6,1.4,87.4,1007.6,2.0,18.8
2019-11-16,6.8,12.7,3.8,81.3,1010.1,1.6,0.0
2019-11-17,8.3,10.5,5.6,79.4,1006.9,3.1,21.1
2019-11-18,4.6,12.7,0.4,59.8,1008.7,3.9,14.7
2019-11-19,0.2,4.0,-3.5,48.0,1015.5,2.8,0.0
2019-11-20,0.5,6.3,-4.6,35.5,1020.9,1.8,0.0
2019-11-21,4.2,9.0,-2.3,37.4,1021.4,1.9,0.0
2019-11-22,9.7,17.3,3.0,34.1,1017.0,2.1,0.0
2019-11-23,12.1,17.7,7.7,52.0,1013.4,1.8,0.0
2019-11-24,9.8,15.6,4.6,74.6,1010.1,2.2,3.8
2019-11-25,1.9,6.0,-1.2,62.1,1019.1,2.7,0.0
2019-11-26,6.6,13.7,1.2,64.0,1018.6,2.0,0.0
2019-11-27,3.1,6.8,0.3,50.8,1017.7,2.7,0.0
2019-11-28,3.5,10.4,-0.6,52.4,1019.1,2.0,0.0
2019-11-29,1.5,6.9,-3.4,42.8,1020.9,2.0,0.0
2019-11-30,4.1,9.3,-1.4,42.6,1018.0,1.7,0.0
2019-12-01,4.6,6.2,2.3,79.4,1011.4,1.6,3.3
2019-12-02,-0.1,2.8,-3.2,48.0,1011.8,3.1,0.0
2019-12-03,0.5,4.2,-5.0,61.3,1014.4,1.6,0.6
2019-12-04,2.0,7.2,-2.0,41.6,1018.5,1.8,0.0
2019-12-05,-4.4,-0.2,-8.5,31.9,1025.3,3.2,0.0
2019-12-06,-5.9,-1.0,-10.6,34.5,1025.0,1.7,0.0
2019-12-07,-2.4,1.2,-5.5,65.0,1018.9,1.7,0.1
2019-12-08,-0.9,4.9,-5.5,65.1,1018.0,1.4,0.0
2019-12-09,3.2,8.0,-1.3,56.8,1012.4,2.5,0.0
2019-12-10,8.1,10.8,6.0,82.3,1008.4,1.2,1.7
2019-12-11,6.3,9.8,0.1,62.0,1007.1,3.4,0.2
2019-12-12,-0.7,3.4,-3.5,45.4,1018.0,1.8,0.0
2019-12-13,2.1,5.9,-3.7,53.6,1015.7,2.0,1.0
2019-12-14,2.7,6.4,-0.1,58.3,1017.3,2.3,0.0
2019-12-15,5.3,11.0,0.4,52.5,1018.2,2.0,0.0
2019-12-16,7.8,12.9,2.1,58.9,1012.1,1.9,0.0
2019-12-17,7.7,10.2,3.2,81.4,1005.4,2.3,9.8
2019-12-18,0.8,5.2,-1.7,64.6,1013.2,2.5,0.0
2019-12-19,-0.8,3.1,-4.5,47.8,1015.3,2.4,0.0
2019-12-20,-1.1,2.0,-3.5,45.3,1018.6,2.3,0.0
2019-12-21,-1.2,1.5,-5.1,68.1,1016.4,1.7,0.6
2019-12-22,4.1,8.4,0.3,63.4,1010.1,1.7,0.3
2019-12-23,3.4,5.2,0.3,80.4,1011.5,2.0,2.9
2019-12-24,0.8,6.5,-2.9,67.9,1016.6,1.4,0.0
2019-12-25,2.0,6.6,-2.7,60.8,1013.1,1.0,0.0
2019-12-26,2.0,4.1,-2.4,59.0,1007.2,2.4,0.3
2019-12-27,-1.7,2.6,-4.6,45.4,1014.1,2.1,0.0
2019-12-28,1.1,6.1,-3.6,47.6,1017.7,2.0,0.0
2019-12-29,3.8,6.2,1.1,52.5,1015.0,2.9,1.4
2019-12-30,2.7,6.8,-5.7,70.3,1013.0,2.9,0.4
2019-12-31,-7.9,-4.5,-10.9,39.3,1023.7,3.1,0.0
2020-01-01,-2.2,0.3,-6.5,64.4,1021.1,0.6,0.1
2020-01-02,1.0,3.8,-0.7,65.4,1018.7,1.2,0.0
2020-01-03,-0.1,4.6,-3.4,56.9,1016.4,1.7,0.0
2020-01-04,1.2,6.1,-2.8,50.8,1015.4,1.9,0.0
2020-01-05,1.3,6.6,-3.2,45.6,1019.7,1.1,0.0
2020-01-06,3.1,4.6,0.6,65.4,1015.3,3.1,1.8
2020-01-07,6.3,7.7,4.2,95.0,999.3,4.0,46.3
2020-01-08,2.4,8.9,-0.4,86.1,1003.6,3.3,11.6
2020-01-09,-1.2,2.0,-3.1,65.3,1013.4,2.3,0.0
2020-01-10,-0.6,4.2,-4.3,62.9,1013.0,1.5,0.0
2020-01-11,-0.1,3.9,-2.6,60.9,1009.4,1.9,0.0
2020-01-12,-1.0,2.8,-3.5,61.5,1007.5,2.4,0.0
2020-01-13,-2.9,0.2,-4.7,51.0,1012.4,2.3,0.0
2020-01-14,-2.3,2.6,-5.7,45.3,1015.0,1.6,0.0
2020-01-15,-2.7,2.2,-6.4,44.8,1017.6,1.9,0.0
2020-01-16,-1.7,3.2,-5.5,43.0,1016.3,1.6,0.0
2020-01-17,-0.6,4.9,-4.8,43.9,1012.6,1.5,0.0
2020-01-18,0.3,5.9,-4.1,48.1,1010.9,1.8,0.0
2020-01-19,1.9,5.3,-0.4,62.8,1008.0,2.2,0.6
2020-01-20,0.7,5.5,-3.3,46.8,1012.2,2.5,0.0
2020-01-21,-0.4,5.5,-5.6,36.9,1018.8,1.4,0.0
2020-01-22,3.0,7.8,-0.1,36.0,1014.6,1.7,0.0
2020-01-23,4.6,9.9,0.0,49.3,1013.5,2.0,0.0
2020-01-24,2.8,7.4,-1.3,63.0,1019.5,1.7,0.0
2020-01-25,4.3,8.8,0.6,63.1,1018.7,1.5,0.0
2020-01-26,5.5,11.9,-0.2,56.3,1016.5,2.7,0.0
2020-01-27,5.9,7.5,4.8,48.1,1010.4,4.6,0.1
2020-01-28,6.8,9.9,4.3,49.4,1007.7,2.6,0.0
2020-01-29,6.0,9.6,3.2,46.4,1005.3,2.1,0.0
2020-01-30,5.2,10.4,1.4,47.0,1004.4,1.8,0.0
2020-01-31,3.9,8.9,1.4,59.6,1009.0,2.3,0.0
2020-02-01,2.6,7.6,-1.2,66.6,1013.4,1.7,0.0
2020-02-02,1.5,5.3,-2.1,52.3,1014.7,1.8,0.0
2020-02-03,-0.4,3.0,-2.9,43.6,1016.3,3.1,0.0
2020-02-04,-1.6,3.9,-6.0,50.3,1015.8,2.8,1.7
2020-02-05,-8.3,-4.9,-11.0,37.3,1021.0,3.3,0.0
2020-02-06,-6.4,0.4,-11.8,36.4,1023.0,1.9,0.0
2020-02-07,-1.7,2.2,-7.2,45.1,1018.5,2.0,0.0
2020-02-08,-0.1,3.7,-2.3,48.1,1016.7,3.0,0.0
2020-02-09,-0.5,4.1,-5.6,51.1,1014.6,2.0,0.0
2020-02-10,4.0,9.6,-0.7,49.4,1013.4,1.7,0.0
2020-02-11,6.8,14.6,-0.5,37.0,1016.3,1.6,0.0
2020-02-12,7.4,8.2,6.5,73.4,1006.4,2.2,6.7
2020-02-13,6.5,8.7,4.9,84.8,1008.8,1.7,0.0
2020-02-14,8.1,14.7,3.2,70.3,1010.4,1.2,0.0
2020-02-15,9.8,15.6,6.2,63.0,1007.3,2.7,2.0
2020-02-16,-1.4,7.7,-4.3,81.1,1002.6,4.0,13.4
2020-02-17,-5.9,-3.9,-7.1,64.3,1007.4,3.4,1.0
2020-02-18,-4.1,1.3,-8.3,44.0,1016.7,2.3,0.0
2020-02-19,1.0,6.4,-4.4,56.8,1019.3,1.5,0.0
2020-02-20,4.6,10.8,-0.6,62.6,1022.6,1.7,0.0
2020-02-21,6.7,10.9,2.1,66.3,1018.5,2.2,4.2
2020-02-22,4.0,7.9,0.0,62.0,1014.2,4.0,3.1
2020-02-23,2.5,8.0,-2.5,48.6,1018.2,2.0,0.0
2020-02-24,7.0,12.2,0.8,51.8,1013.6,1.6,0.0
2020-02-25,6.7,9.4,4.7,73.5,1007.4,4.2,16.6
2020-02-26,6.4,10.4,2.8,59.6,1012.7,2.1,0.0
2020-02-27,6.1,12.5,1.3,54.0,1017.0,2.0,0.0
2020-02-28,4.5,5.9,3.6,79.4,1011.9,1.4,3.9
2020-02-29,7.7,13.0,4.5,68.6,1007.7,1.7,0.5
2020-03-01,5.8,10.1,3.2,71.8,1007.9,2.0,0.2
2020-03-02,3.4,7.6,0.0,55.3,1013.1,2.7,0.0
2020-03-03,4.8,10.5,0.3,57.0,1013.3,2.6,0.0
2020-03-04,2.2,4.6,-1.3,53.4,1011.4,3.7,0.0
2020-03-05,1.4,6.3,-2.8,47.5,1014.5,2.5,0.0
2020-03-06,3.7,10.1,-2.5,46.8,1011.7,1.6,0.0
2020-03-07,7.0,14.2,1.3,39.5,1007.5,2.0,0.0
2020-03-08,9.3,16.9,2.3,43.8,1008.0,1.6,0.0
2020-03-09,11.1,17.6,4.8,37.6,1003.6,1.8,0.0
2020-03-10,6.4,10.8,3.2,78.4,997.6,2.8,11.8
2020-03-11,3.8,8.3,0.0,41.8,1007.7,3.3,0.0
2020-03-12,6.8,13.3,0.2,49.8,1010.9,2.5,0.0
2020-03-13,4.9,8.7,-0.1,41.0,1011.3,3.3,0.5
2020-03-14,3.6,8.6,-2.7,48.1,1005.0,3.0,0.0
2020-03-15,4.0,8.5,0.2,48.3,1001.4,3.6,0.0
2020-03-16,3.6,9.1,-2.1,42.4,1011.4,2.8,0.0
2020-03-17,6.6,12.3,3.1,65.8,1005.0,2.1,0.0
2020-03-18,10.0,17.0,2.7,45.8,1002.6,1.8,0.0
2020-03-19,9.1,12.1,5.8,49.0,995.6,4.8,0.0
2020-03-20,8.8,14.0,3.1,39.6,1003.3,3.1,0.0
2020-03-21,12.8,19.5,7.9,56.5,1001.3,2.0,0.0
2020-03-22,11.0,16.5,6.1,37.5,1004.0,3.0,0.0
2020-03-23,10.6,17.0,5.4,37.9,1006.7,1.9,0.0
2020-03-24,11.4,17.9,5.3,35.0,1009.8,1.8,0.0
2020-03-25,12.5,19.2,6.1,33.6,1009.7,1.9,0.0
2020-03-26,14.8,20.6,8.1,53.8,1004.9,1.9,1.8
2020-03-27,11.9,15.8,6.7,56.4,1003.2,3.3,2.0
2020-03-28,7.7,12.8,4.5,17.9,1010.8,3.2,0.0
2020-03-29,8.7,16.1,1.3,30.6,1010.9,2.0,0.0
2020-03-30,10.2,16.9,4.3,38.4,1010.1,1.8,0.0
2020-03-31,11.9,18.6,4.7,34.5,1007.0,2.0,0.0
2020-04-01,11.3,17.4,6.0,35.6,1004.5,3.7,0.0
2020-04-02,9.3,15.5,3.4,41.4,1011.6,2.3,0.0
2020-04-03,10.0,16.3,5.3,53.8,1010.5,2.7,0.0
2020-04-04,8.9,13.3,5.0,36.4,1008.6,3.4,0.0
2020-04-05,7.2,13.7,1.9,29.5,1011.8,2.8,0.0
2020-04-06,9.3,16.1,2.9,38.3,1010.0,2.4,0.0
2020-04-07,10.6,16.8,6.0,56.6,1005.3,2.5,0.0
2020-04-08,9.4,14.2,5.2,25.5,1007.8,3.5,0.0
2020-04-09,8.9,14.7,4.3,44.6,1011.5,2.8,0.0
2020-04-10,10.7,16.8,5.8,52.6,1014.0,2.4,0.0
2020-04-11,9.9,16.0,6.2,63.8,1009.1,2.5,0.0
2020-04-12,9.9,15.6,4.4,58.6,1004.4,3.8,0.0
2020-04-13,12.4,20.4,4.3,39.4,1003.9,3.1,0.0
2020-04-14,13.0,19.6,7.6,46.8,1006.3,2.4,0.0
2020-04-15,13.2,20.2,7.2,39.8,1004.6,2.2,0.0
2020-04-16,16.0,23.8,8.9,39.9,1006.1,2.3,0.0
2020-04-17,12.5,15.4,10.4,77.8,1002.2,2.4,6.5
2020-04-18,13.5,19.6,8.5,67.9,1005.9,2.6,0.0
2020-04-19,12.3,15.5,9.5,75.8,1004.1,2.7,10.3
2020-04-20,10.0,13.1,7.6,73.0,1000.6,3.3,0.1
2020-04-21,7.4,10.4,4.8,49.0,1003.8,4.4,0.0
2020-04-22,6.0,8.3,4.1,46.8,1005.9,4.0,0.0
2020-04-23,7.9,12.8,2.9,47.8,1005.6,3.7,0.0
2020-04-24,9.9,14.3,4.1,55.6,1003.1,3.9,0.0
2020-04-25,13.1,17.1,9.9,54.4,999.3,3.9,0.0
2020-04-26,12.3,19.0,6.8,43.1,1006.9,3.2,0.0
2020-04-27,12.9,18.3,8.7,49.8,1009.3,2.8,0.0
2020-04-28,13.9,19.9,7.8,50.0,1009.4,3.0,0.0
2020-04-29,14.9,21.0,9.3,48.6,1009.0,2.6,0.0
2020-04-30,17.1,23.4,9.3,57.1,1005.7,2.7,0.0
2020-05-01,20.2,26.2,16.4,73.6,1003.0,2.7,0.0
2020-05-02,20.3,23.9,18.0,79.6,1001.3,2.3,0.0
2020-05-03,21.8,27.4,17.0,68.8,996.0,2.0,0.0
2020-05-04,20.2,25.3,14.8,63.9,998.1,2.7,0.0
2020-05-05,16.0,19.3,13.1,67.9,1001.5,1.9,0.0
2020-05-06,19.4,27.6,11.1,50.0,1003.7,2.1,0.0
2020-05-07,20.7,26.5,14.9,32.5,1007.1,2.5,0.0
2020-05-08,19.9,27.3,14.3,32.8,1004.4,2.4,2.3
2020-05-09,14.2,16.8,12.7,94.4,994.8,3.6,24.4
2020-05-10,14.4,16.6,12.8,88.6,997.0,2.5,1.3
2020-05-11,16.5,22.0,12.4,61.0,997.7,3.0,3.4
2020-05-12,14.3,18.9,10.5,69.4,995.1,2.9,0.7
2020-05-13,16.1,21.8,10.2,47.3,1005.1,2.8,0.0
2020-05-14,19.3,25.4,12.4,35.4,1006.0,2.0,0.0
2020-05-15,16.1,20.2,14.1,81.4,998.8,3.0,12.0
2020-05-16,16.7,20.3,15.0,90.3,996.6,1.6,2.5
2020-05-17,19.1,24.9,14.6,80.1,995.3,1.7,0.0
2020-05-18,19.1,26.8,13.2,79.4,988.4,2.4,29.8
2020-05-19,13.0,17.1,10.1,73.6,990.7,3.2,19.0
2020-05-20,14.4,20.1,9.2,60.4,1001.7,1.9,0.0
2020-05-21,17.4,22.9,10.9,56.1,1004.4,2.1,0.0
2020-05-22,18.5,22.7,14.8,68.5,1002.7,1.9,0.0
2020-05-23,20.1,25.0,16.6,66.1,1001.1,2.2,0.0
2020-05-24,17.1,20.2,14.3,84.8,999.6,2.9,14.5
2020-05-25,16.6,21.3,13.7,81.0,1002.3,2.1,0.0
2020-05-26,16.2,22.9,12.7,81.9,999.4,2.1,1.5
2020-05-27,17.4,23.9,11.8,68.5,999.3,2.6,0.0
2020-05-28,18.7,23.4,14.2,62.8,999.6,1.9,0.0
2020-05-29,20.7,27.6,14.6,65.6,1004.9,2.0,0.0
2020-05-30,22.6,30.0,16.5,57.3,1006.1,1.9,0.0
2020-05-31,21.2,28.0,17.6,63.0,1001.4,2.3,1.0
2020-06-01,19.7,24.5,16.6,64.3,999.7,3.4,0.4
2020-06-02,17.9,21.8,14.8,71.0,997.4,2.2,2.0
2020-06-03,22.0,28.4,17.6,73.3,993.9,2.4,0.0
2020-06-04,21.9,26.5,19.7,81.1,994.1,2.7,0.2
2020-06-05,23.0,28.7,18.4,69.4,997.2,1.8,0.0
2020-06-06,24.6,30.9,19.2,63.6,998.1,2.0,0.0
